0.00011151,0.0027948,2.4991e+05,31.318,1.034e+05,4.7165,1.3722,0.08105,0.4,3.26,0.55928,0.70001,0.87998
2.6277e-05,0.0026696,2.4997e+05,31.335,90727,4.4049,1.2887,0.086312,0.4,2.86,0.55929,0.7,0.88
0.0012063,0.29461,2.4786e+05,31.314,1.0416e+05,4.8451,1.3567,0.081987,0.40003,3.2876,0.5592,0.70013,0.87958
0.0010861,51.927,2.4179e+05,31.325,97252,4.5226,1.3907,0.079999,0.4,3.0667,0.55926,0.7,0.88
0.0011509,30.688,2.4987e+05,31.323,62769,4.6875,0.83813,0.13273,0.4,1.9786,0.55928,0.70001,0.87998
0.00011084,0.0027731,2.3801e+05,31.323,87317,4.6575,1.232,0.090297,0.4,2.7539,0.55925,0.70001,0.87998
0.0052621,5.3284,2.4949e+05,31.339,63578,4.5282,0.87931,0.1265,0.40001,2.0044,0.55927,0.70003,0.87992
0.0055793,46.316,2.3827e+05,31.338,98743,4.6955,1.3789,0.080688,0.40001,3.1149,0.55923,0.70003,0.8799
0.0064267,63.419,2.3458e+05,31.343,1.0146e+05,5.0798,1.3301,0.083655,0.40001,3.2012,0.55922,0.70003,0.87989
0.00112,55.955,2.2664e+05,31.33,73874,4.6088,1.1058,0.10065,0.4,2.3306,0.55922,0.70001,0.87998
0.022398,6.5105,2.3872e+05,31.412,87936,4.4948,1.2754,0.08722,0.4,2.7736,0.55924,0.70001,0.87998
0.0055101,1.6042,2.2109e+05,31.346,97167,4.6589,1.4735,0.075516,0.4,3.0666,0.55919,0.70001,0.87998
0.0010438,1.1571,2.3568e+05,31.331,45557,4.4208,0.68368,0.16274,0.4,1.4363,0.55925,0.7,0.88
0.00010167,0.0126,2.3392e+05,31.345,79422,3.4191,1.5524,0.071681,0.4,2.5055,0.55927,0.70001,0.87998
0.0051708,2.3912,2.3076e+05,31.346,55988,4.4802,0.84594,0.13153,0.4,1.7657,0.55923,0.7,0.88
0.0049567,5.0817,2.314e+05,31.345,70187,4.1413,1.1441,0.097252,0.4,2.2154,0.5592,0.7,0.88
1.1719e-06,0.0027223,2.3767e+05,31.326,46621,3.9182,0.78295,0.14211,0.4,1.4708,0.55924,0.7,0.88
0.00048592,0.0027889,2.3355e+05,31.323,55085,4.1229,0.89466,0.12437,0.40001,1.7385,0.55921,0.70003,0.87991
9.6198e-05,0.012477,2.0876e+05,31.34,93288,4.0415,1.7284,0.064396,0.4,2.9451,0.55917,0.70001,0.87998
0.0010981,48.3,2.0932e+05,31.337,65912,4.5534,1.0809,0.103,0.4,2.0806,0.55916,0.70001,0.87998
0.022452,10.957,2.1218e+05,31.415,1.019e+05,4.5013,1.6599,0.067046,0.4,3.2174,0.55916,0.7,0.88
0.00052336,0.0026525,2.1532e+05,31.345,44805,4.3965,0.73986,0.15045,0.40001,1.4138,0.55919,0.70003,0.87992
0.018876,49.786,2.3502e+05,31.416,48106,3.8178,0.8343,0.13339,0.4,1.5181,0.55921,0.7,0.88
